Date		Time of day	Germany/Austria/Luxembourg[Euro/MWh]	Denmark 1[Euro/MWh]	Denmark 2[Euro/MWh]	France[Euro/MWh]	Northern Italy[Euro/MWh]	Netherlands[Euro/MWh]	Poland[Euro/MWh]	Sweden 4[Euro/MWh]	Switzerland[Euro/MWh]	Slovenia[Euro/MWh]	Czech Republic[Euro/MWh]	Hungary[Euro/MWh]
30-Dec	2017	6:00 PM	16.01	27.66	27.66	27.24	-	52.4	-	27.66	57.66	56.5	33.6	38.27
30-Dec	2017	7:00 PM	16.18	27.35	27.35	28.49	-	55.97	-	27.35	55	16.18	27.99	30.07
30-Dec	2017	8:00 PM	11.13	17.56	26.63	24.39	-	55	-	26.63	52.47	52.66	22.99	29.89
30-Dec	2017	9:00 PM	4.62	4.62	26.31	15.04	-	42	-	26.31	50.79	51	2.69	25.59
30-Dec	2017	10:00 PM	4.71	4.71	4.71	19.84	-	39	-	24.56	47.55	47.18	-0.05	20.05
30-Dec	2017	11:00 PM	-0.27	-0.27	-0.27	20.9	-	35	-	24.44	42.62	45.1	-5	4.3
31-Dec	2017	12:00 AM	-2.04	26.98	26.98	10.94	-	42	-	26.98	38.94	4.9	-1	2.15
31-Dec	2017	1:00 AM	-4.99	26.44	26.44	9.04	-	35	-	26.44	36.09	1	-0.1	0.21
31-Dec	2017	2:00 AM	-0.59	26.2	26.2	6.88	-	30	-	26.2	31.99	0.02	0.64	0.64
31-Dec	2017	3:00 AM	-3.71	25.9	25.9	3.69	-	30.4	-	25.9	28.27	-3.71	2.15	2.15
31-Dec	2017	4:00 AM	0.08	25.37	25.37	3.26	-	14.47	-	25.37	26.35	0.08	3.06	3.06
31-Dec	2017	5:00 AM	1.16	25.59	25.59	3.27	-	10.92	-	25.59	26.48	1.16	2.15	2.15
31-Dec	2017	6:00 AM	-0.86	25.97	25.97	3.42	-	19.9	-	25.97	9.69	-0.86	0	0.94
31-Dec	2017	7:00 AM	4.09	26.01	26.01	4.99	-	4.99	-	26.01	26.14	4.09	3.06	10.73
31-Dec	2017	8:00 AM	4.17	26.41	26.41	9.27	-	29.9	-	26.41	38.5	4.17	7.67	15.02
31-Dec	2017	9:00 AM	4.21	27.01	27.01	12.16	-	30	-	27.01	39.38	4.21	11.26	25.5
31-Dec	2017	10:00 AM	9.05	27.53	27.53	15.51	-	30	-	27.53	41.09	9.05	8	18.67
31-Dec	2017	11:00 AM	9.2	27.57	27.57	16.28	-	32	-	27.57	40.53	9.2	7	12.45
31-Dec	2017	12:00 PM	4.45	27.53	27.53	15.24	-	31	-	27.53	40.56	4.9	-0.14	10.3
31-Dec	2017	1:00 PM	2.04	20.67	27.44	14.05	-	34.7	-	27.44	39.63	2.04	6.44	6.44
31-Dec	2017	2:00 PM	0.06	17.48	27.58	10.39	-	34.7	-	27.58	40.09	0.06	3.24	6.44
31-Dec	2017	3:00 PM	0.36	17.58	27.87	10.56	-	34.1	-	27.87	41.31	1	4.9	12.66
31-Dec	2017	4:00 PM	1.46	25.75	28.09	11.9	-	39	-	28.09	42.55	1.46	15.99	28.03
31-Dec	2017	5:00 PM	6.14	27.95	27.95	16.6	-	41	-	27.95	50.08	6.14	22.18	36.61
31-Dec	2017	6:00 PM	9.96	27.59	27.59	19.97	-	38	-	27.59	51.25	9.96	17.14	29.81
31-Dec	2017	7:00 PM	7.92	25.56	26.84	15.74	-	34.7	-	26.84	50.07	7.92	10.34	17.17
31-Dec	2017	8:00 PM	4.06	11.02	25.94	12.74	-	33.7	-	25.94	47.74	4.06	6.66	10.3
31-Dec	2017	9:00 PM	5.3	7.32	25.34	12.28	-	28.1	-	25.34	46.29	5.3	1.91	6.44
31-Dec	2017	10:00 PM	1.86	1.86	25.68	11.86	-	32	-	25.68	42.58	1.86	7.5	10.3
31-Dec	2017	11:00 PM	-0.92	0.09	25.65	12.4	-	21.45	-	25.65	41.17	-0.92	2.5	15.05
01-Jan	2018	12:00 AM	-5.27	21.8	26.33	6.74	-	27.2	-	26.33	36.99	4.9	-10	4.29
01-Jan	2018	1:00 AM	-29.99	26.43	26.43	4.74	-	27.3	-	26.43	31.08	3	-19	0.22
01-Jan	2018	2:00 AM	-56.65	26.1	26.1	3.66	-	30.1	-	26.1	29.17	1	-20.1	0.21
01-Jan	2018	3:00 AM	-63.14	24.7	24.7	1.26	-	20.87	-	24.7	21.96	1	-26.9	0.07
01-Jan	2018	4:00 AM	-64.62	24.74	24.74	-20.1	-	25.56	-	24.74	14.96	-42.5	-27.5	-17.44
01-Jan	2018	5:00 AM	-67	18.01	18.01	-31.82	-	25.58	-	18.01	-5.92	-67	-34	-25.97
01-Jan	2018	6:00 AM	-72.54	10.18	10.18	-28.66	-	25.81	-	17.78	-6.1	-72.54	-35	0.03
01-Jan	2018	7:00 AM	-76.01	17.8	17.8	-13.71	-	29.9	-	17.8	-10.02	-76.01	-30	0.03
01-Jan	2018	8:00 AM	-71.45	19.76	19.76	-4.14	-	26.33	-	19.76	-5.71	-50	-35	0.08
01-Jan	2018	9:00 AM	-66.88	20.73	20.73	2.03	-	26.38	-	20.73	-1.88	0.15	-21	0.11
01-Jan	2018	10:00 AM	-62	24.76	24.76	-15.51	-	29.9	-	24.76	-10.48	0.15	-4.01	0.21
01-Jan	2018	11:00 AM	-56.08	25.68	25.68	-0.42	-	34.9	-	25.68	-6.79	0.15	-2	0.21
01-Jan	2018	12:00 PM	-49.96	16.56	19.99	2.3	-	35.8	-	24.09	8.57	-19.01	-4.01	0.21
01-Jan	2018	1:00 PM	-24.29	13.21	25.01	2.3	-	40.4	-	25.01	8.53	-17.01	-2.01	0.21
01-Jan	2018	2:00 PM	-5.59	9.15	25.81	5	-	34.15	-	25.81	8.52	-5.59	1.85	2.15
01-Jan	2018	3:00 PM	0.23	13.29	26.46	8.56	-	31	-	26.46	8.6	0.23	6.03	6.03
01-Jan	2018	4:00 PM	11.02	27.03	27.03	9.42	-	30	-	27.03	16.98	11.02	15	15
01-Jan	2018	5:00 PM	23.5	27.43	27.43	12.46	-	34.3	-	27.43	37.43	23.5	22.38	22.38
01-Jan	2018	6:00 PM	22.91	27.29	27.29	15.93	-	30.5	-	27.29	41.19	22.91	25.99	25.99
01-Jan	2018	7:00 PM	21.02	26.96	26.96	22.02	-	32	-	26.96	44.61	21.02	26.54	26.54
01-Jan	2018	8:00 PM	21.05	26.7	26.7	20	-	32	-	26.7	40.67	21.05	28.7	28.7
01-Jan	2018	9:00 PM	21.95	26.47	26.47	21.95	-	27.34	-	26.47	39.42	21.95	26	26
01-Jan	2018	10:00 PM	23.52	26.09	26.09	23.52	-	27.4	-	26.09	36.06	23.52	25.02	25.02
01-Jan	2018	11:00 PM	18.96	24.88	24.88	16.35	-	23.79	-	24.88	32.98	18.96	17.35	17.35
02-Jan	2018	12:00 AM	18.12	18.12	18.12	14.43	-	25.07	-	25.28	36.39	18.12	17.99	17.99
02-Jan	2018	1:00 AM	14.99	14.99	14.99	10.26	-	23.19	-	23.16	36.54	14.99	16.91	16.91
02-Jan	2018	2:00 AM	13.63	17.79	17.79	7.48	-	25.03	-	24.78	30.97	11	13.92	13.92
02-Jan	2018	3:00 AM	12.15	24.51	24.51	4.52	-	24.76	-	25.03	19.98	10	10.27	10.27
02-Jan	2018	4:00 AM	11.83	11.83	17.82	4.24	-	24.91	-	25.73	21.6	11.83	12.7	12.7
02-Jan	2018	5:00 AM	14.55	14.55	26.84	8.36	-	25.98	-	26.84	38.4	14.55	17.99	17.99
02-Jan	2018	6:00 AM	22.58	22.58	27.8	22.58	-	22.58	-	27.8	41.04	22.58	27.65	27.65
02-Jan	2018	7:00 AM	41.92	41.92	41.92	41.92	-	41.92	-	30.5	44.92	41.92	35.97	35.97
02-Jan	2018	8:00 AM	47.95	47.95	47.95	47.95	-	47.95	-	31.93	49.05	47.95	39.8	39.8
02-Jan	2018	9:00 AM	49.9	38.02	38.02	49.9	-	49.9	-	33.53	51.26	49.9	43.64	43.64
02-Jan	2018	10:00 AM	50	35.04	35.04	50	-	50	-	35.04	51.22	50	43.64	43.64
02-Jan	2018	11:00 AM	49.7	35.22	35.22	49.7	-	49.7	-	35.22	49.04	49.7	44.47	44.47
02-Jan	2018	12:00 PM	48.16	34.56	34.56	48.16	-	48.16	-	34.56	48.1	48.16	44	44
02-Jan	2018	1:00 PM	47.24	34.1	34.1	47.24	-	47.24	-	34.1	47.02	47.24	42.28	42.28
02-Jan	2018	2:00 PM	46.1	35.98	35.98	46.1	-	46.1	-	35.98	46.06	46.1	41.82	41.82
02-Jan	2018	3:00 PM	43.86	38.05	38.05	43.86	-	43.86	-	38.05	50.29	43.86	41.5	41.5
02-Jan	2018	4:00 PM	43.64	41.67	41.67	43.64	-	43.64	-	41.67	52.57	43.64	45.62	45.62
02-Jan	2018	5:00 PM	47.37	42.39	42.39	47.37	-	47.37	-	42.39	58.37	47.37	48.34	48.34
02-Jan	2018	6:00 PM	46.08	45.06	45.06	46.08	-	46.08	-	37.79	57.79	46.08	46	46
02-Jan	2018	7:00 PM	41.08	41.08	41.08	41.08	-	41.08	-	34.08	57.36	41.08	42.17	42.17
02-Jan	2018	8:00 PM	34.94	34.94	31.55	34.94	-	34.94	-	30.88	53.24	34.94	38.65	38.65
02-Jan	2018	9:00 PM	25.46	25.46	28.85	25.46	-	25.46	-	28.85	50.94	27.65	34	34
02-Jan	2018	10:00 PM	21.3	21.3	27.99	23.25	-	27.09	-	27.99	47.1	45.14	30	30
02-Jan	2018	11:00 PM	9.94	18.97	27.6	15.49	-	28.51	-	27.6	42.92	40.09	21.77	21.77
03-Jan	2018	12:00 AM	7.93	18.11	18.11	12.14	-	27.74	-	27.12	34.3	10.1	9.6	9.6
03-Jan	2018	1:00 AM	0.03	1.38	1.38	5.48	-	25.76	-	26.61	29.04	35.02	5.3	5.3
03-Jan	2018	2:00 AM	0.02	0.02	0.02	5	-	21.1	-	26.26	25.54	28.85	0.31	1.09
03-Jan	2018	3:00 AM	-5.99	-5.99	-5.99	0.99	-	23.6	-	26.23	23.43	28	-1.97	0.21
03-Jan	2018	4:00 AM	-9.21	-9.21	-9.21	-0.25	-	25.31	-	26.42	30.76	35.02	0.99	0.99
03-Jan	2018	5:00 AM	-4.64	-4.64	-4.64	3.87	-	25.68	-	27.47	36.42	44.49	9.91	9.91
03-Jan	2018	6:00 AM	8.02	9.9	18.51	12.25	-	27.45	-	28.31	45.55	50.65	22.49	22.49
03-Jan	2018	7:00 AM	11.03	26.97	28.95	19.42	-	37	-	28.95	55.03	67	35	35
03-Jan	2018	8:00 AM	13.28	27.57	29.2	22.57	-	39.9	-	29.2	58.75	70	39.47	39.47
03-Jan	2018	9:00 AM	13.18	27.72	29.28	22.37	-	43.1	-	29.28	58.25	68	40.6	40.6
03-Jan	2018	10:00 AM	13.71	27.99	29.42	18.65	-	43.2	-	29.42	57.94	55.7	39.14	39.14
03-Jan	2018	11:00 AM	15.42	28.52	29.25	19.35	-	45	-	29.25	56.81	53.3	34.56	34.56
03-Jan	2018	12:00 PM	15.84	29.23	29.23	18.93	-	41.4	-	29.23	53.27	52.61	35.1	35.1
03-Jan	2018	1:00 PM	16	29.49	29.49	17.26	-	42.8	-	29.49	52.93	50.65	36	36
03-Jan	2018	2:00 PM	15.75	29.86	29.86	16.76	-	39.4	-	29.86	54.47	53.3	36.09	36.09
03-Jan	2018	3:00 PM	15.14	30.51	30.51	18.09	-	37	-	30.51	56.2	39	40	40.78
03-Jan	2018	4:00 PM	16	30.95	31.33	19.51	-	43.1	-	31.33	57.5	59	42	51.93
03-Jan	2018	5:00 PM	15.11	31.28	31.59	24.13	-	59.9	-	31.59	58.06	70	40.68	59.66
03-Jan	2018	6:00 PM	13.37	30.78	30.78	36.67	-	36.67	-	30.78	58.06	67.18	39.1	48.83
03-Jan	2018	7:00 PM	11.06	30.15	30.15	26.27	-	41.7	-	30.15	58.05	62.6	38	41.84
03-Jan	2018	8:00 PM	10.06	29.37	29.37	26.06	-	47.36	-	29.37	52.94	57.71	34.08	39
03-Jan	2018	9:00 PM	9.3	28.93	28.93	19.88	-	35.8	-	28.93	48.36	53.3	21.72	35.84
03-Jan	2018	10:00 PM	9.87	28.13	28.13	17.26	-	35.1	-	28.13	45.51	49.7	10.42	32.8
03-Jan	2018	11:00 PM	4.97	27.31	27.31	13.87	-	35.1	-	27.31	41.03	44.15	0.37	24.16
04-Jan	2018	12:00 AM	-0.36	27.05	27.05	11.76	-	32.4	-	27.05	38.27	32.5	-5	24.89
04-Jan	2018	1:00 AM	-5.57	26.78	26.78	3.46	-	27.8	-	26.78	31.06	23.23	-5.05	16.74
04-Jan	2018	2:00 AM	-7.85	26.47	26.47	2.11	-	31	-	26.47	24.94	18.22	-16.5	6.44
04-Jan	2018	3:00 AM	-5.29	26.49	26.49	2.63	-	28	-	26.49	23.67	17.3	-12.3	4.29
04-Jan	2018	4:00 AM	-1.75	26.6	26.6	4.99	-	27.47	-	26.6	28.08	18.39	-4.7	10.73
04-Jan	2018	5:00 AM	6.01	17.31	27.01	11.08	-	27.9	-	27.01	39.21	33.67	5	29.4
04-Jan	2018	6:00 AM	19.96	19.96	28.04	22.34	-	28.97	-	28.04	46.97	44.39	15	46.14
04-Jan	2018	7:00 AM	33.59	33.59	30.43	33.59	-	33.59	-	30.43	56.38	49.78	28	49.79
04-Jan	2018	8:00 AM	40.45	40.45	40.45	40.45	-	40.45	-	36.3	57.5	50.25	35.9	49.14
04-Jan	2018	9:00 AM	41.97	41.97	41.97	41.97	-	41.97	-	34.97	57.55	50.8	39.93	51.29
04-Jan	2018	10:00 AM	44.91	37.55	37.55	44.91	-	44.91	-	37.55	56.69	50	42.76	50.24
04-Jan	2018	11:00 AM	48.22	36.02	36.02	47.14	-	49	-	36.02	54.92	50.1	43.99	51.29
04-Jan	2018	12:00 PM	46.04	35.53	35.53	46.04	-	46.04	-	35.53	53.21	46.85	44	49.14
04-Jan	2018	1:00 PM	42	35.3	35.3	34.36	-	47.5	-	35.3	52.32	46.5	43.8	47.61
04-Jan	2018	2:00 PM	41.08	35.83	35.83	32.51	-	47.32	-	35.83	54.2	48.42	44	47
04-Jan	2018	3:00 PM	42.04	42.04	42.04	32.77	-	48.8	-	37.83	55.97	50.57	45	49.14
04-Jan	2018	4:00 PM	42.53	42.53	42.53	33.81	-	48.8	-	39.03	56.61	51.25	49.99	52.54
04-Jan	2018	5:00 PM	51.43	51.43	51.43	50.08	-	52.4	-	37.91	54.9	55	51	60.03
04-Jan	2018	6:00 PM	49.96	49.96	49.96	49.96	-	49.96	-	35.03	54.46	55	50.71	58.2
04-Jan	2018	7:00 PM	46.73	46.73	46.73	46.73	-	46.73	-	31.87	54.15	54.1	48.32	56.68
04-Jan	2018	8:00 PM	41.57	41.57	41.57	41.57	-	41.57	-	30.78	54.5	51.97	41.1	51.29
04-Jan	2018	9:00 PM	37.09	37.09	37.09	37.09	-	37.09	-	30.27	52.1	47.97	29.33	40.89
04-Jan	2018	10:00 PM	33.92	32.49	32.49	33.92	-	33.92	-	29.63	47.66	44.89	26	35.53
04-Jan	2018	11:00 PM	28.05	28.05	28.05	31.5	-	31.5	-	28.05	44.03	37.1	19.4	34.06
05-Jan	2018	12:00 AM	5.96	5.96	27.38	16.67	-	17.1	-	27.38	36.66	5.96	9.32	28.47
05-Jan	2018	1:00 AM	-0.94	-0.94	26.93	11.73	-	11.73	-	26.93	30	4.99	5.05	20.9
05-Jan	2018	2:00 AM	-0.03	26.5	26.5	6.86	-	6.86	-	26.5	23.98	0.3	0.96	17.84
05-Jan	2018	3:00 AM	0.55	26.5	26.5	0.55	-	0.55	-	26.5	23.1	1	0.55	13.14
05-Jan	2018	4:00 AM	-11.81	26.88	26.88	2.45	-	34	-	26.88	25.28	4.99	3.29	16.16
05-Jan	2018	5:00 AM	8.92	27.66	27.66	13.51	-	26.77	-	27.66	36.51	40.7	5.01	31.69
05-Jan	2018	6:00 AM	21.68	24.98	28.65	23.96	-	29.6	-	28.65	42.47	43.45	19.2	38.71
05-Jan	2018	7:00 AM	30.44	30.44	30.44	33.39	-	39.9	-	30.44	50.82	30.44	29.77	38.14
05-Jan	2018	8:00 AM	36.2	36.2	36.2	37.79	-	40.99	-	32.96	54.31	36.2	38.73	39.89
05-Jan	2018	9:00 AM	36.3	36.3	36.3	36.93	-	38.06	-	35.43	54.37	36.3	40.3	40.3
05-Jan	2018	10:00 AM	38.95	38.95	38.95	39.11	-	39.4	-	37.59	53.68	38.95	40.7	40.7
05-Jan	2018	11:00 AM	39.4	39.4	39.4	39.4	-	39.4	-	37.55	53.1	39.4	41.8	41.8
05-Jan	2018	12:00 PM	41.69	41.69	41.69	41.69	-	41.69	-	37.55	51.83	41.69	40.7	40.7
05-Jan	2018	1:00 PM	43.69	42.41	42.41	47	-	47	-	37.52	49.99	43.69	39.74	39.74
05-Jan	2018	2:00 PM	44.08	42.38	42.38	44.08	-	44.08	-	32.94	50.15	44.08	39.46	39.46
05-Jan	2018	3:00 PM	47.1	47.1	47.1	47.1	-	47.1	-	37.51	52.03	47.1	39.6	39.6
05-Jan	2018	4:00 PM	47.77	47.77	47.77	47.77	-	47.77	-	37.6	52.91	47.77	44.8	44.8
05-Jan	2018	5:00 PM	56.35	56.35	56.35	56.35	-	56.35	-	37.56	54.25	56.35	50.08	50.08
05-Jan	2018	6:00 PM	57.42	57.42	57.42	57.42	-	57.42	-	34	52.62	57.42	50.29	50.29
05-Jan	2018	7:00 PM	53.99	53.92	53.92	53.99	-	53.99	-	32.25	50.03	53.99	46.57	46.57
05-Jan	2018	8:00 PM	42.36	42.36	42.36	42.36	-	42.36	-	31.51	43	42.36	42	42
05-Jan	2018	9:00 PM	39.9	39.9	39.9	39.9	-	39.9	-	31.25	39.99	39.9	37.08	37.08
05-Jan	2018	10:00 PM	39.97	35.98	35.98	39.97	-	39.97	-	30.44	43.11	39.97	35.5	35.5
05-Jan	2018	11:00 PM	36.27	35.24	35.24	36.27	-	36.27	-	29.64	39.49	36.27	31.23	31.23
06-Jan	2018	12:00 AM	29.45	29.45	29.45	29.45	-	29.45	-	29.45	35.2	29.45	27.5	27.5
06-Jan	2018	1:00 AM	28.55	28.55	28.55	28.55	-	28.55	-	28.55	29.26	28.55	27.1	27.1
06-Jan	2018	2:00 AM	28.18	28.18	28.18	28.18	-	28.18	-	28.18	24.32	28.18	24.9	24.9
06-Jan	2018	3:00 AM	27.33	28	28	25.27	-	28.93	-	28	22.68	27.33	23.57	23.57
06-Jan	2018	4:00 AM	27.08	27.08	28.15	24.34	-	29.18	-	28.15	22.47	27.08	23.9	23.9
06-Jan	2018	5:00 AM	28.7	28.7	28.7	27.42	-	29.65	-	28.7	29.31	28.7	24.42	24.42
06-Jan	2018	6:00 AM	30	30	30	30	-	30	-	29.48	35.16	30	27.2	27.2
06-Jan	2018	7:00 AM	31.36	31.36	31.36	31.36	-	31.36	-	30.35	35.36	31.36	27.84	27.84
06-Jan	2018	8:00 AM	34.19	34.19	34.19	34.19	-	34.19	-	30.38	36.75	34.19	34.41	34.41
06-Jan	2018	9:00 AM	41.11	41.11	41.11	41.11	-	41.11	-	30.9	38.01	41.11	37.17	37.17
06-Jan	2018	10:00 AM	44	43.16	43.16	44	-	44	-	31.89	38.09	44	39.1	39.1
06-Jan	2018	11:00 AM	43.74	43.17	43.17	43.74	-	43.74	-	32.86	39.02	43.74	40.55	40.55
06-Jan	2018	12:00 PM	44.01	43.14	43.14	44.43	-	44.43	-	32.17	39.07	44.01	39.94	39.94
06-Jan	2018	1:00 PM	42.9	39.96	39.96	42.9	-	42.9	-	31.79	39.05	42.9	39.45	39.45
06-Jan	2018	2:00 PM	38.7	36.04	36.04	38.7	-	38.7	-	31.77	38.28	38.7	38.21	38.21
06-Jan	2018	3:00 PM	37.4	34.91	34.91	37.4	-	37.4	-	33.05	38.35	37.4	39.89	39.89
06-Jan	2018	4:00 PM	40.52	40.52	40.52	37.99	-	42.4	-	39.54	39.71	40.52	41.7	41.7
06-Jan	2018	5:00 PM	45.46	43.91	43.91	44.22	-	46.38	-	41.39	46.93	45.46	46	46
06-Jan	2018	6:00 PM	49.98	43.87	43.87	49.98	-	49.98	-	34.45	51.9	49.98	45.02	45.02
06-Jan	2018	7:00 PM	45.9	35.09	35.09	45.9	-	45.9	-	31.93	51.84	45.9	42.68	42.68
06-Jan	2018	8:00 PM	40.9	31.06	31.06	40.9	-	40.9	-	31.06	48.35	40.9	36.52	36.52
06-Jan	2018	9:00 PM	33.69	30.72	30.72	33.69	-	33.69	-	30.72	45.18	33.69	31.96	31.96
06-Jan	2018	10:00 PM	36.26	29.98	29.98	36.26	-	36.26	-	29.98	45.36	36.26	32	32
06-Jan	2018	11:00 PM	29.03	29.03	29.03	29.03	-	29.03	-	29.03	38.03	29.03	27	27
07-Jan	2018	12:00 AM	21.87	21.87	27.58	21.87	-	21.87	-	27.58	25.05	21.87	21.16	21.16
07-Jan	2018	1:00 AM	15.98	15.98	25.9	15.98	-	15.98	-	25.9	17.89	15.98	15.92	15.92
07-Jan	2018	2:00 AM	15.99	15.99	25.89	15.99	-	15.99	-	25.89	17.39	15.99	14.8	14.8
07-Jan	2018	3:00 AM	14	26.16	26.16	14	-	14	-	26.16	14.43	14	13.23	13.23
07-Jan	2018	4:00 AM	12.51	26.6	26.6	12.51	-	12.51	-	26.6	14.45	12.51	14.2	14.2
07-Jan	2018	5:00 AM	13.21	27.14	27.14	13.21	-	13.21	-	27.14	31.15	13.21	12.78	12.78
07-Jan	2018	6:00 AM	12.17	27.43	27.43	12.17	-	12.17	-	27.43	30.85	12.17	12.9	12.9
07-Jan	2018	7:00 AM	13.02	27.69	27.69	13.02	-	13.02	-	27.69	16.5	13.02	14.5	14.5
07-Jan	2018	8:00 AM	20.52	27.93	27.93	18.41	-	24.46	-	27.93	25.14	20.52	18	18.86
07-Jan	2018	9:00 AM	23.22	28.33	28.33	19.58	-	30	-	28.33	23.91	23.22	23.2	27
07-Jan	2018	10:00 AM	24.81	28.79	28.79	22.14	-	29.74	-	28.79	22.54	24.81	26.85	27.82
07-Jan	2018	11:00 AM	28.95	28.95	28.95	28.44	-	29.91	-	28.95	24.15	28.95	29.44	29.79
07-Jan	2018	12:00 PM	28.96	28.96	28.96	29.26	-	29.91	-	28.96	23.69	28.96	27.07	27.07
07-Jan	2018	1:00 PM	27.08	28.27	28.27	27.08	-	29.2	-	28.27	23.02	27.08	25.43	25.43
07-Jan	2018	2:00 PM	23.46	28.29	28.29	20.32	-	29.23	-	28.29	20.66	23.46	23.68	23.68
07-Jan	2018	3:00 PM	23.7	26.75	28.62	19.86	-	29.57	-	28.62	20.3	23.7	25	25
07-Jan	2018	4:00 PM	27.21	27.21	29.38	21.41	-	31	-	29.38	24.15	27.21	30.66	33.4
07-Jan	2018	5:00 PM	30.88	30.88	30.88	28.87	-	32.49	-	30.88	32.27	54.84	34.46	40.44
07-Jan	2018	6:00 PM	34.34	34.34	34.34	34.34	-	34.34	-	31.51	46.39	52.76	34.4	39.07
07-Jan	2018	7:00 PM	32.33	32.33	32.33	32.33	-	32.33	-	31.12	46.92	52.76	32	36.97
07-Jan	2018	8:00 PM	31.44	29.96	29.96	31.44	-	31.44	-	29.96	45.45	31.44	29	30.87
07-Jan	2018	9:00 PM	28.94	28.94	28.94	28.94	-	28.94	-	28.94	42.58	28.94	26.08	26.08
07-Jan	2018	10:00 PM	29.69	29.69	29.13	29.69	-	29.69	-	28.9	45.05	29.69	26	26.68
07-Jan	2018	11:00 PM	27.01	27.01	27.57	27.01	-	27.01	-	27.57	33.3	27.01	20.7	21.02
08-Jan	2018	12:00 AM	18.91	18.91	25.03	18.91	-	18.91	-	25.03	21.95	18.91	23.8	23.8
08-Jan	2018	1:00 AM	15.15	15.15	23.96	15.15	-	15.15	-	23.96	19.67	15.15	19.67	19.67
08-Jan	2018	2:00 AM	15.11	23.92	23.92	15.11	-	15.11	-	23.92	19.63	15.11	16.39	16.39
08-Jan	2018	3:00 AM	13.42	25.48	25.48	13.42	-	13.42	-	25.48	19.3	13.42	15.42	15.42
08-Jan	2018	4:00 AM	12.91	23.09	26.12	12.91	-	12.91	-	26.12	26.67	12.91	18.15	18.15
08-Jan	2018	5:00 AM	17.1	17.1	27.96	17.1	-	17.1	-	27.96	31.38	17.87	25.3	26.51
08-Jan	2018	6:00 AM	30.03	30.03	29.62	30.03	-	30.03	-	29.62	46.38	45.94	37.51	37.51
08-Jan	2018	7:00 AM	42.93	42.93	42.93	42.93	-	42.93	-	41.9	54.98	50	48.02	48.02
08-Jan	2018	8:00 AM	44.95	44.95	44.95	44.95	-	44.95	-	43.87	55.18	44.95	49.02	49.02
08-Jan	2018	9:00 AM	42.57	42.57	42.57	44.66	-	46.2	-	42.57	55.18	42.57	47.1	47.1
08-Jan	2018	10:00 AM	41.98	41.98	41.98	46.6	-	50	-	41.98	55.87	41.98	45.3	45.3
08-Jan	2018	11:00 AM	41.54	41.54	41.54	51.88	-	59.53	-	41.54	55.14	41.54	44.5	44.5
08-Jan	2018	12:00 PM	42.9	42.9	42.9	43.42	-	43.8	-	41.87	55.04	42.9	44	44
08-Jan	2018	1:00 PM	42.9	42.9	42.9	43.54	-	44	-	41.87	55.08	42.9	42.49	42.49
08-Jan	2018	2:00 PM	40.91	40.91	40.91	44.19	-	46.61	-	39.93	55.02	40.91	41	41
08-Jan	2018	3:00 PM	40.97	40.97	40.97	40.97	-	40.97	-	40.97	55.96	40.97	42.69	42.69
08-Jan	2018	4:00 PM	39.69	39.69	39.69	47.66	-	51.31	-	39.69	55.48	39.69	44.42	44.42
08-Jan	2018	5:00 PM	40.26	40.26	40.26	54.12	-	64.86	-	40.26	55.74	40.26	43.99	46.29
08-Jan	2018	6:00 PM	37.99	37.99	37.99	55	-	37.5	-	37.08	55.93	37.99	41.97	41.97
08-Jan	2018	7:00 PM	31.92	31.92	31.16	52.93	-	36	-	31.16	55.9	31.92	40.1	40.1
08-Jan	2018	8:00 PM	28.02	28.02	29.68	37.57	-	42.15	-	29.68	55.72	29	36.97	36.97
08-Jan	2018	9:00 PM	22.35	24.78	28.92	34.12	-	35.9	-	28.92	53.46	22.35	28	28
08-Jan	2018	10:00 PM	22.7	28.49	28.49	31.19	-	33	-	28.49	50.48	22.7	24	24
08-Jan	2018	11:00 PM	4.89	28.09	28.09	45.19	-	30	-	28.09	46.29	5	13.3	13.3
09-Jan	2018	12:00 AM	13.09	27.17	27.17	36.01	-	35.1	-	27.17	41.33	13.09	13.38	13.38
09-Jan	2018	1:00 AM	12.62	22.1	22.1	36.04	-	34.4	-	25.29	36.93	12.62	10.27	10.27
09-Jan	2018	2:00 AM	9.79	9.79	9.79	34.2	-	34.2	-	25.3	31.64	9.79	7.51	7.51
09-Jan	2018	3:00 AM	4.99	4.99	4.99	30.71	-	34.3	-	26.58	30.42	4.99	5.73	5.73
09-Jan	2018	4:00 AM	9.24	9.24	9.24	27.86	-	30.1	-	27.26	31.02	9.24	7.09	7.09
09-Jan	2018	5:00 AM	14.66	14.66	14.66	36.5	-	36.5	-	28.25	39.03	14.66	13.19	13.19
09-Jan	2018	6:00 AM	28.17	28.17	28.99	39.03	-	41.5	-	28.99	50.08	28.17	27.13	27.13
09-Jan	2018	7:00 AM	32.36	32.36	31.54	55.9	-	50	-	31.54	54.09	32.36	38.88	38.88
09-Jan	2018	8:00 AM	32.53	32.53	32.53	58.99	-	40	-	32.53	56.08	32.53	38	38
09-Jan	2018	9:00 AM	32.38	32.26	32.26	58.9	-	47.9	-	32.26	56.13	32.38	37	37
09-Jan	2018	10:00 AM	32.35	32.13	32.13	60.08	-	52.7	-	32.13	55.94	32.35	37.55	37.55
09-Jan	2018	11:00 AM	34.04	32.32	32.32	61.35	-	60.92	-	32.32	56.08	34.04	38.25	38.25
