Date;Time of day;Germany/Austria/Luxembourg[Euro/MWh];Denmark 1[Euro/MWh];Denmark 2[Euro/MWh];France[Euro/MWh];Northern Italy[Euro/MWh];Netherlands[Euro/MWh];Poland[Euro/MWh];Sweden 4[Euro/MWh];Switzerland[Euro/MWh];Slovenia[Euro/MWh];Czech Republic[Euro/MWh];Hungary[Euro/MWh]
Jul 13, 2017;12:00 AM;26.02;26.02;26.05;33.72;52.2;28;-;26.05;36.09;49.7;29;49.26
Jul 13, 2017;1:00 AM;24.37;24.37;24.37;31.8;49.23;28;-;24.37;31.68;46.53;28;43.54
Jul 13, 2017;2:00 AM;23.04;23.04;23.04;30.86;45.44;27.55;-;23.04;30.49;45.44;25.7;31.04
Jul 13, 2017;3:00 AM;24.76;24.76;24.76;28.79;45.14;27.52;-;24.76;29.99;45.14;23;31.09
Jul 13, 2017;4:00 AM;26.45;25.08;25.08;27.34;45.14;27.03;-;25.08;28;45.14;23.79;33.27
Jul 13, 2017;5:00 AM;28.09;26.04;26.04;28.09;45.17;28.09;-;26.04;25.81;45.17;25;43.5
Jul 13, 2017;6:00 AM;31.06;26.81;27.23;31.06;45.44;31.06;-;27.23;29.11;45.44;33.54;50.13
Jul 13, 2017;7:00 AM;38.12;30.17;30.17;38.12;52.39;38.12;-;30.17;32.52;52.39;42;65.02
Jul 13, 2017;8:00 AM;36.73;34.85;34.85;36.73;72.06;36.73;-;34.85;38.03;72.06;40;75.54
Jul 13, 2017;9:00 AM;36.07;35.08;35.08;36.07;69.18;36.07;-;35.08;39.44;69.18;37;72.24
Jul 13, 2017;10:00 AM;35.52;35.52;35.52;35.52;70;35.52;-;35.52;38.96;70;35.5;72.16
Jul 13, 2017;11:00 AM;34.96;34.96;34.96;34.96;65.08;34.96;-;34.96;38.89;65.08;35.01;69.93
Jul 13, 2017;12:00 PM;30.26;30.26;30.26;36.54;57.4;29.9;-;30.26;39.09;57.4;32.94;69.83
Jul 13, 2017;1:00 PM;30.04;30.04;30.04;38.06;64;29;-;30.04;38.54;64;31.86;69.83
Jul 13, 2017;2:00 PM;29.07;29.07;29.07;38.08;69.17;29;-;29.07;38.01;69.17;30.5;72.24
Jul 13, 2017;3:00 PM;30.27;30.27;30.27;35.24;72;30.1;-;30.27;38.02;72;31.51;71.3
Jul 13, 2017;4:00 PM;33.46;33.46;33.46;33.46;82.54;33.46;-;33.46;36.73;58;33;73.99
Jul 13, 2017;5:00 PM;38.08;36.36;36.36;38.08;79.85;38.08;-;36.36;36.05;58;36.05;72.24
Jul 13, 2017;6:00 PM;41.35;37.16;37.16;41.35;75.93;41.35;-;37.16;37.49;70.2;40.1;73.99
Jul 13, 2017;7:00 PM;46.82;39.1;39.1;46.82;65.08;46.82;-;39.1;39.76;65.08;43.5;72.65
Jul 13, 2017;8:00 PM;45.09;40.1;40.1;45.09;65;45.09;-;39.32;42.46;65;44.31;76.11
Jul 13, 2017;9:00 PM;42.93;42.93;42.93;42.93;65;42.93;-;39.25;42.62;58;42.5;72.24
Jul 13, 2017;10:00 PM;42.13;42.13;42.13;42.13;55;42.13;-;37.62;42.09;42.13;42.5;52.03
Jul 13, 2017;11:00 PM;38.12;38.12;38.12;38.12;50.65;38.12;-;31.32;43.4;38.12;36.6;40.41
Jul 14, 2017;12:00 AM;34.4;34.4;34.4;34.63;56.85;34.2;-;31.68;39.08;43.21;34;47.15
Jul 14, 2017;1:00 AM;32.34;32.34;32.34;32.34;49.87;32.34;-;31.38;34.38;33.91;32.2;32.5
Jul 14, 2017;2:00 AM;30.36;30.36;30.36;30.36;47.82;30.36;-;28.96;32.94;30.36;30.5;30.5
Jul 14, 2017;3:00 AM;29.08;29.08;29.08;29.08;44.49;29.08;-;28.15;31.85;29.08;29.89;29.89
Jul 14, 2017;4:00 AM;29.55;29.55;29.55;29.51;44.5;29.3;-;27.46;31.49;29.55;28.84;28.84
Jul 14, 2017;5:00 AM;30.41;30.41;30.41;30.37;44.49;30.15;-;28.88;30.93;30.41;30.93;30.93
Jul 14, 2017;6:00 AM;39.94;39.94;39.94;31.46;45;31.46;-;35.86;31.63;39.94;37.13;38.14
Jul 14, 2017;7:00 AM;44.99;39.76;39.76;33.5;52.76;33.5;-;39.76;36.08;52.76;50.48;50.48
Jul 14, 2017;8:00 AM;46;44.9;46;34.92;65.95;34.92;-;44.9;40.63;46;53.31;53.31
Jul 14, 2017;9:00 AM;43.32;43.32;43.32;34.71;65;34.71;-;43.32;41.51;59.7;58.05;58.05
Jul 14, 2017;10:00 AM;41.62;41.62;41.62;36.06;71.65;36.06;-;41.62;40.19;59.7;58.06;58.06
Jul 14, 2017;11:00 AM;38.94;38.94;38.94;38.04;67;38.04;-;38.94;39.06;67;65;65
Jul 14, 2017;12:00 PM;37.1;37.1;37.1;37.1;62;37.1;-;37.1;39;62;62.06;62.06
Jul 14, 2017;1:00 PM;35.97;35.97;35.97;35.97;59.48;35.97;-;35.97;36.6;59.48;62.78;62.78
Jul 14, 2017;2:00 PM;31.91;31.91;31.91;31.91;65;31.91;-;31.91;34.39;65;63.03;63.03
Jul 14, 2017;3:00 PM;30.34;30.34;30.34;30.34;70;30.34;-;30.34;32.86;70;66.78;66.78
Jul 14, 2017;4:00 PM;31.29;31.29;31.29;31.29;70;31.29;-;31.29;32.24;58;66.07;66.07
Jul 14, 2017;5:00 PM;36.92;36.92;36.92;33.04;65;30.87;-;36.92;32.65;65;69.78;69.78
Jul 14, 2017;6:00 PM;40.93;40.93;40.93;31;59.7;30.69;-;39.95;34.95;59.7;64.62;64.62
Jul 14, 2017;7:00 PM;42.96;42.96;42.96;36.62;63.38;36.2;-;41.64;37.07;43.3;55.4;60.81
Jul 14, 2017;8:00 PM;39.69;39.69;39.69;38.97;56.31;39.05;-;38.19;38.49;56.31;48.48;62.78
Jul 14, 2017;9:00 PM;39.1;39.1;39.1;39.1;60;39.1;-;38.16;37.83;60;55.56;65.09
Jul 14, 2017;10:00 PM;39.71;39.71;39.71;39.71;55;39.71;-;34.46;37.08;55;38;60.81
Jul 14, 2017;11:00 PM;36.65;36.65;36.65;37.12;50.65;36.5;-;29.77;36.78;50.65;33.4;54.04
Jul 15, 2017;12:00 AM;34.57;34.57;34.57;34.57;54.18;34.57;-;30.73;33.67;54.18;35.11;52.38
Jul 15, 2017;1:00 AM;31.08;31.08;31.08;31.08;49.23;31.08;-;28.82;34.58;49.23;32.88;45.31
Jul 15, 2017;2:00 AM;30.82;30.82;30.82;30.82;49.02;30.82;-;28.06;32.39;49.02;31.69;33.95
Jul 15, 2017;3:00 AM;30.01;30.01;30.01;30.01;44.56;30.01;-;27.43;30.6;44.56;31.25;32.99
Jul 15, 2017;4:00 AM;29.4;29.4;29.4;29.4;43.82;29.4;-;27.59;30.13;43.82;30.89;32.83
Jul 15, 2017;5:00 AM;29.17;29.17;29.17;29.17;42.6;29.17;-;27.29;30.09;42.6;29.99;36.44
Jul 15, 2017;6:00 AM;30.46;30.46;30.46;30.46;41.72;30.46;-;27.46;29.81;41.72;31.78;39.08
Jul 15, 2017;7:00 AM;30.82;30.82;30.82;30.82;41.72;30.82;-;28.94;30.56;41.72;36.8;47.05
Jul 15, 2017;8:00 AM;31.94;31.94;31.94;31.94;42.43;31.94;-;31.17;31.26;42.43;39.8;53.86
Jul 15, 2017;9:00 AM;33.81;33.81;33.81;33.81;41.88;33.81;-;33;33.5;41.88;45.03;58.74
Jul 15, 2017;10:00 AM;33.43;33.43;33.43;33.43;41;33.43;-;32.63;35.45;41;52;60.34
Jul 15, 2017;11:00 AM;33.06;33.06;33.06;33.06;40.39;33.06;-;32.26;35.57;40.39;52;58.33
Jul 15, 2017;12:00 PM;32.22;32.22;32.22;32.22;38.55;32.22;-;31.44;35.57;43.76;43.35;58.74
Jul 15, 2017;1:00 PM;30.76;30.76;30.76;30.76;37.88;30.76;-;30.06;34.32;37.88;44.99;54.79
Jul 15, 2017;2:00 PM;29.07;29.07;29.07;29.07;36.96;29.07;-;29.07;32.84;36.96;35.91;51.85
Jul 15, 2017;3:00 PM;28.64;28.64;28.64;28.64;37.49;28.64;-;28.64;32.08;37.49;38.58;50.19
Jul 15, 2017;4:00 PM;29.04;29.04;29.04;29.04;37.98;29.04;-;28.89;32.14;37.98;35.35;47.94
Jul 15, 2017;5:00 PM;30.98;30.98;30.98;30.98;42.36;30.98;-;30.24;32.4;42.36;36.38;46.26
Jul 15, 2017;6:00 PM;35.21;35.21;35.21;35.21;44.44;35.21;-;32.13;34.89;44.44;39;48.04
Jul 15, 2017;7:00 PM;37.54;37.54;37.54;37.54;46.33;37.54;-;32.13;38.37;37.54;40.99;47.03
Jul 15, 2017;8:00 PM;37;37;37;37;46.5;37;-;29.17;40.08;46.5;40.1;53.03
Jul 15, 2017;9:00 PM;36.9;36.9;36.9;36.9;49.18;36.9;-;29.15;39.43;49.18;39.9;54.58
Jul 15, 2017;10:00 PM;37.98;37.98;37.98;37.98;45.36;37.98;-;28.54;39.32;45.36;41.4;50.19
Jul 15, 2017;11:00 PM;36.01;36.01;36.01;36.01;44.49;36.01;-;27.29;41;36.01;36.1;39.63
Jul 16, 2017;12:00 AM;34.65;34.65;34.65;34.65;44;34.65;-;28.42;37.35;34.65;31.6;31.86
Jul 16, 2017;1:00 AM;30.05;30.05;30.05;30.05;38.71;30.05;-;27.06;32.3;30.05;29.25;29.25
Jul 16, 2017;2:00 AM;28.68;28.68;28.68;28.68;38.7;28.68;-;26.81;30.62;28.68;28.12;28.12
Jul 16, 2017;3:00 AM;27.78;27.78;26.45;27.78;37.39;27.78;-;26.45;28.61;27.78;27.27;27.27
Jul 16, 2017;4:00 AM;27.72;23.71;25.05;27.72;37.99;27.72;-;25.05;27.78;33.3;26.51;26.51
Jul 16, 2017;5:00 AM;27.4;24.83;24.83;27.4;37.44;27.4;-;24.83;27.78;27.4;26.34;26.34
Jul 16, 2017;6:00 AM;27.53;25.11;25.11;27.53;33.91;27.53;-;25.11;26.89;33.91;25.43;25.43
Jul 16, 2017;7:00 AM;27.6;25.97;25.97;27.6;34.81;27.6;-;25.97;26.79;34.81;25;30.23
Jul 16, 2017;8:00 AM;27.4;26;26;27.4;33.32;27.4;-;26;27.34;33.32;25.64;35.05
Jul 16, 2017;9:00 AM;28.49;26.13;26.13;28.49;30.09;28.49;-;26.13;28.01;30.09;28.85;37.79
Jul 16, 2017;10:00 AM;28.99;26.4;26.4;28.99;28.99;28.99;-;26.4;29.65;33.3;30.71;39.39
Jul 16, 2017;11:00 AM;28.99;26.36;26.36;28.99;28.99;28.99;-;26.36;29.04;33.99;32.67;38.2
Jul 16, 2017;12:00 PM;29.76;26.21;26.21;29.76;29.76;29.76;-;26.21;30.05;34;31.06;38.24
Jul 16, 2017;1:00 PM;26.95;26.09;26.09;26.95;26.95;26.95;-;26.09;30.55;45;29.5;36.05
Jul 16, 2017;2:00 PM;25.99;25.37;25.37;25.99;25.99;26.5;-;25.37;29.08;33.9;26.7;36.01
Jul 16, 2017;3:00 PM;25.22;25.22;25.22;25.22;25.22;27.4;-;25.22;27.35;25.22;26.2;35
Jul 16, 2017;4:00 PM;27.55;26.25;26.25;27.55;27.55;27.55;-;26.25;27.31;27.55;26.78;36.81
Jul 16, 2017;5:00 PM;28.57;26.52;26.52;28.57;30.11;28.57;-;26.52;27.9;30.11;28.8;36.91
Jul 16, 2017;6:00 PM;31.79;26.7;26.7;31.79;40;31.79;-;26.7;29.38;40;32.5;39.56
Jul 16, 2017;7:00 PM;35.41;26.75;26.75;35.41;46.03;35.41;-;26.75;32.6;46.03;35.23;42.93
Jul 16, 2017;8:00 PM;36.65;26.78;26.78;36.65;49.18;36.65;-;26.78;36.03;49.18;36;47.53
Jul 16, 2017;9:00 PM;37.14;27;27;37.14;49.87;37.14;-;27;36.77;49.87;37.29;50.06
Jul 16, 2017;10:00 PM;41.02;26.91;26.91;41.02;47.47;41.02;-;26.91;37.41;47.47;39;39.03
Jul 16, 2017;11:00 PM;38.79;26.49;26.49;38.79;45;38.79;-;26.49;39.5;38.79;34.57;34.57
Jul 17, 2017;12:00 AM;31.47;25.73;25.73;41.72;41.72;31.47;-;25.73;37.6;31.47;29.85;29.85
Jul 17, 2017;1:00 AM;30.11;24.4;24.4;36.63;38.02;30.11;-;24.4;32.56;30.11;27.65;27.65
Jul 17, 2017;2:00 AM;29.32;23.98;23.98;29.32;34.75;29.32;-;23.98;31.1;29.32;25.9;25.9
Jul 17, 2017;3:00 AM;27.57;23.83;23.83;27.57;32.39;27.57;-;23.83;29.62;27.57;25.18;25.18
Jul 17, 2017;4:00 AM;27.92;23.98;23.98;27.92;33.65;27.92;-;23.98;28.85;27.92;25.99;25.99
Jul 17, 2017;5:00 AM;29.21;25.15;25.15;29.21;36.28;29.21;-;25.15;28.93;29.21;26.58;26.58
Jul 17, 2017;6:00 AM;36.89;26.18;26.18;34.28;42.65;36.18;-;26.18;30.46;42.65;36.44;36.44
Jul 17, 2017;7:00 AM;42.83;27.53;27.53;37.3;46.99;40.42;-;27.53;35.88;46.99;39.61;45.24
Jul 17, 2017;8:00 AM;42.97;28.04;28.04;42.11;55;42.66;-;28.04;41.5;55;41.28;50.93
Jul 17, 2017;9:00 AM;42.3;28.34;28.34;42.3;55;42.3;-;28.34;42.49;55;42.87;50.93
Jul 17, 2017;10:00 AM;42.4;27.91;27.91;42.4;52.1;42.4;-;27.91;42.18;52.1;42.85;48.94
Jul 17, 2017;11:00 AM;42.74;27.2;27.2;42.74;55;42.74;-;27.2;41.33;55;43.2;48.99
Jul 17, 2017;12:00 PM;40.85;26.68;26.68;41.03;50.5;40.74;-;26.68;41.23;50.5;46.26;50.91
Jul 17, 2017;1:00 PM;36.95;26.59;26.59;42.17;52.14;36.95;-;26.59;40.98;52.14;45.5;48.48
Jul 17, 2017;2:00 PM;35.98;26.52;26.52;38.29;57;34.83;-;26.52;40.07;57;39.4;50.83
Jul 17, 2017;3:00 PM;35.3;26.35;26.35;35.92;65.2;34.88;-;26.35;39.06;65.2;40;51.78
Jul 17, 2017;4:00 PM;35.94;26.26;26.26;36.1;80;35.84;-;26.26;38.43;80;39.87;51.92
Jul 17, 2017;5:00 PM;39.94;26.45;26.45;39.94;73.71;39.94;-;26.45;38.25;73.71;40.04;51.52
Jul 17, 2017;6:00 PM;42.05;26.58;26.58;42.05;59.4;42.05;-;26.58;39.93;59.4;41.93;52.56
Jul 17, 2017;7:00 PM;44.95;26.6;26.6;44.95;55.32;44.95;-;26.6;40.91;55.32;44;56.3
Jul 17, 2017;8:00 PM;43.79;26.62;26.62;43.79;53;43.79;-;26.62;42.35;53;42.77;55.72
Jul 17, 2017;9:00 PM;40.98;26.57;26.57;40.98;55;40.98;-;26.57;41.16;55;42;59.08
Jul 17, 2017;10:00 PM;40.95;26.29;26.29;40.95;49.04;40.95;-;26.29;40.92;49.04;40.75;52.73
Jul 17, 2017;11:00 PM;35.4;25.55;25.55;35.4;47.47;35.4;-;25.55;40.94;47.47;36.1;36.77
Jul 18, 2017;12:00 AM;33.69;25.71;25.71;33.69;43.45;33.69;-;25.71;37.2;43.45;34.4;34.4
Jul 18, 2017;1:00 AM;31.18;24.92;24.92;31.18;41.33;31.18;-;24.92;36.74;41.33;33.2;33.2
Jul 18, 2017;2:00 AM;29.85;24.26;24.26;29.85;39.59;29.85;-;24.26;34.64;39.59;31.93;31.93
Jul 18, 2017;3:00 AM;29.56;24.27;24.27;29.56;39.51;29.56;-;24.27;32.81;39.51;30.88;30.88
Jul 18, 2017;4:00 AM;30.28;24.24;24.24;30.28;39.52;30.28;-;24.24;31.85;39.52;30.8;30.8
Jul 18, 2017;5:00 AM;32.01;25.54;25.54;31.95;40.07;31.73;-;25.54;31.69;40.07;32.4;32.4
Jul 18, 2017;6:00 AM;37.72;26.57;26.57;36.28;43.96;32;-;26.57;32.54;43.96;39.7;47.12
Jul 18, 2017;7:00 AM;40.91;38.52;38.52;40.44;49.85;40.15;-;27.99;39.1;49.85;45.3;53.72
Jul 18, 2017;8:00 AM;42.88;42.88;42.88;42.88;65;42.88;-;30.1;43.64;65;46.38;58.49
Jul 18, 2017;9:00 AM;42.43;42.43;42.43;42.43;63.11;42.43;-;32.79;43.42;63.11;64;64
Jul 18, 2017;10:00 AM;41.75;41.75;41.75;46.82;61;41.75;-;33.36;41.86;61;63.95;63.95
Jul 18, 2017;11:00 AM;38.92;38.92;38.92;48.98;53;38.92;-;31.59;41.58;53;63.05;63.05
Jul 18, 2017;12:00 PM;34.17;34.17;34.17;46.94;47.15;34.17;-;31.37;40.81;47.15;65.75;65.75
Jul 18, 2017;1:00 PM;34.12;34.12;34.12;43.05;48;31.95;-;30.38;39.46;48;62.93;62.93
Jul 18, 2017;2:00 PM;33.69;33.69;33.69;40.22;55.99;32.08;-;29.27;39.79;55.99;65.07;65.07
Jul 18, 2017;3:00 PM;34.62;34.62;34.62;38.04;62.62;33.65;-;28.9;39.06;62.62;68.15;68.15
Jul 18, 2017;4:00 PM;38.57;38.57;38.57;38.97;66.05;38.44;-;27.76;38.34;66.05;69.99;69.99
Jul 18, 2017;5:00 PM;42.97;42.97;42.97;42.97;64.2;42.97;-;27.86;38.96;64.2;69.19;69.19
Jul 18, 2017;6:00 PM;45.79;45.79;45.79;45.97;60;45.64;-;28.26;40.92;60;54.99;65.07
Jul 18, 2017;7:00 PM;46.89;46.89;46.89;46.82;60;46.49;-;28.12;43.06;60;65.04;65.04
Jul 18, 2017;8:00 PM;43.97;43.97;43.97;43.92;61.45;43.61;-;27.99;44.81;61.45;60;67.94
Jul 18, 2017;9:00 PM;42.99;42.99;42.99;40.95;61.06;34.6;-;27.96;43.83;61.06;61;69.89
Jul 18, 2017;10:00 PM;40.83;40.83;40.83;40.99;50.46;40.7;-;27.64;41.48;50.46;41.36;60.25
Jul 18, 2017;11:00 PM;33.95;33.95;33.95;36.19;49.04;31.92;-;26.37;40.85;49.04;35.4;50.62
Jul 19, 2017;12:00 AM;30.93;30.93;30.93;-;49.67;-;-;26.18;37.1;49.67;32.4;45.07
Jul 19, 2017;1:00 AM;29.59;29.59;29.59;-;42.6;-;-;25.76;33.3;42.6;30.4;39.9
Jul 19, 2017;2:00 AM;28.62;28.62;28.62;-;41.93;-;-;24.82;31.52;34.11;29.3;29.49
Jul 19, 2017;3:00 AM;27.3;27.3;27.3;-;41.91;-;-;24.04;29.61;31.21;28.6;28.78
Jul 19, 2017;4:00 AM;27.63;27.63;27.63;-;41.91;-;-;24.43;29.02;33.91;28.9;29.05
Jul 19, 2017;5:00 AM;29.03;29.03;29.03;-;41.94;-;-;26.04;29.13;33.91;30.2;32.78
Jul 19, 2017;6:00 AM;37.96;37.96;37.96;-;42.6;-;-;26.52;30.16;37.96;35.26;39.96
Jul 19, 2017;7:00 AM;42.16;42.16;42.16;-;53;-;-;34.45;35.47;53;58.96;58.96
Jul 19, 2017;8:00 AM;42.91;42.91;42.91;-;70;-;-;41.88;39.12;70;71.15;71.15
Jul 19, 2017;9:00 AM;40.08;40.08;40.08;-;69.58;-;-;39.12;41.35;69.58;74.09;74.09
Jul 19, 2017;10:00 AM;37.93;37.93;37.93;-;62;-;-;37.02;40.36;62;70.15;70.15
Jul 19, 2017;11:00 AM;34.55;34.55;34.55;-;62;-;-;34.49;40.31;62;76.5;76.5
Jul 19, 2017;12:00 PM;31.7;31.7;31.7;-;50.83;-;-;31.7;39.95;70;75;75
Jul 19, 2017;1:00 PM;31.71;31.71;31.71;-;59.33;-;-;31.71;40.08;70;74.99;74.99
Jul 19, 2017;2:00 PM;32.9;32.9;32.9;-;72;-;-;32.9;40.03;72;71.94;71.94
Jul 19, 2017;3:00 PM;36.54;36.54;36.54;-;77;-;-;35.66;39.2;77;74.53;74.53
Jul 19, 2017;4:00 PM;38.03;38.03;38.03;-;73.01;-;-;34.5;38.54;73.01;75.52;75.52
Jul 19, 2017;5:00 PM;40.52;40.52;40.52;-;72.09;-;-;34.48;38.38;72.09;75.43;75.43
Jul 19, 2017;6:00 PM;42.97;34.46;34.46;-;72.09;-;-;34.46;40.33;72.09;70.31;70.31
Jul 19, 2017;7:00 PM;44;31.57;31.57;-;71.98;-;-;31.57;42.13;71.98;72.12;72.12
Jul 19, 2017;8:00 PM;42.16;29.14;29.14;-;62;-;-;29.14;43.03;62;70.54;70.54
Jul 19, 2017;9:00 PM;40.58;28.6;28.6;-;65.1;-;-;28.6;41.42;65.1;69.99;69.99
Jul 19, 2017;10:00 PM;39.09;27.76;27.76;-;50.46;-;-;27.76;40.37;50.46;37.95;60.01
Jul 19, 2017;11:00 PM;32.97;26.29;26.29;-;49.04;-;-;26.29;40.01;49.04;32.5;51.07
Jul 20, 2017;12:00 AM;30.54;26.84;26.84;30.54;48.99;30.54;-;-;37.02;48.99;30.6;-
Jul 20, 2017;1:00 AM;31.46;25.63;25.63;31.46;41.72;31.46;-;-;31.26;41.72;30.08;-
Jul 20, 2017;2:00 AM;29.6;25.08;25.08;29.6;40.55;29.6;-;-;29.98;40.55;28.8;-
Jul 20, 2017;3:00 AM;28.1;25.09;25.09;28.1;40.21;28.1;-;-;28.65;40.21;28.46;-
Jul 20, 2017;4:00 AM;28.52;25.06;25.06;28.52;40.39;28.52;-;-;28.88;40.39;28.5;-
Jul 20, 2017;5:00 AM;30.32;26.18;26.18;30.17;40.45;29.6;-;-;28.96;40.45;30.56;-
Jul 20, 2017;6:00 AM;38.27;27.49;27.49;34.02;43;28.4;-;-;30.72;43;36.1;-
Jul 20, 2017;7:00 AM;47.26;29.99;29.99;38.44;49.04;41.13;-;-;36.91;49.04;56.59;-
Jul 20, 2017;8:00 AM;43.26;34.51;34.51;41.85;58;42.95;-;-;41.62;58;70.18;-
Jul 20, 2017;9:00 AM;43.25;37.07;37.07;43.25;59.95;43.25;-;-;44.45;59.95;70;-
Jul 20, 2017;10:00 AM;41.73;37.09;37.09;41.73;66.62;41.73;-;-;44.44;66.62;49;-
Jul 20, 2017;11:00 AM;41.93;37.05;37.05;41.93;70;41.93;-;-;44.75;70;56;-
Jul 20, 2017;12:00 PM;40;37.01;37.01;40;60;40;-;-;44.02;60;70;-
Jul 20, 2017;1:00 PM;38.36;37.02;37.02;38.36;63.5;38.36;-;-;41.12;63.5;70;-
Jul 20, 2017;2:00 PM;36.9;36.02;36.02;36.9;73.3;36.9;-;-;40.08;73.3;48;-
Jul 20, 2017;3:00 PM;35.74;34.88;34.88;35.74;73.19;35.74;-;-;39.71;73.19;74.13;-
Jul 20, 2017;4:00 PM;34.48;33.66;33.66;34.48;74;34.48;-;-;39.59;74;75.34;-
Jul 20, 2017;5:00 PM;36.97;36.97;36.97;36.97;70;36.97;-;-;40.08;70;75.99;-
Jul 20, 2017;6:00 PM;39.77;39.77;39.77;39.77;65.8;39.77;-;-;40.99;65.8;74.57;-
Jul 20, 2017;7:00 PM;41.93;35.65;35.65;41.93;69.02;41.93;-;-;42.48;69.02;75.51;-
Jul 20, 2017;8:00 PM;41.05;34.59;34.59;41.05;68.93;41.05;-;-;44.23;68.93;76.25;-
Jul 20, 2017;9:00 PM;40.11;34.53;34.53;40.11;75.72;40.11;-;-;43.22;75.72;75;-
Jul 20, 2017;10:00 PM;39.74;30.15;30.15;39.74;53.3;39.74;-;-;41.76;53.3;40.86;-
Jul 20, 2017;11:00 PM;34.29;27.46;27.46;34.29;53.3;34.29;-;-;40.98;53.3;34.77;-
Jul 21, 2017;12:00 AM;29.65;27.47;27.47;31.76;52;28.38;-;27.47;36.53;52;31.01;51.62
Jul 21, 2017;1:00 AM;29.1;26.92;26.92;30.55;49.67;28.05;-;26.92;32.24;49.67;30.99;44.63
Jul 21, 2017;2:00 AM;28.42;26.68;26.68;28.42;42.5;28.42;-;26.68;30.49;42.5;28.41;40.91
Jul 21, 2017;3:00 AM;27.07;26.21;26.21;27.07;42.5;27.07;-;26.21;28.31;42.5;27.99;39.4
Jul 21, 2017;4:00 AM;27.32;26.44;26.44;27.32;42.5;27.32;-;26.44;27.98;42.5;28.45;40.31
Jul 21, 2017;5:00 AM;29.99;27.4;27.4;29.99;45.2;29.99;-;27.4;28.24;45.2;30.25;42.78
Jul 21, 2017;6:00 AM;36.8;32.76;32.76;35.57;49.67;29.26;-;32.76;30.01;49.67;36.8;47.33
Jul 21, 2017;7:00 AM;40.06;35.35;35.35;40.06;55;40.06;-;35.35;35.84;82;56.92;56.92
Jul 21, 2017;8:00 AM;41.83;35.83;35.83;41.83;87.72;41.83;-;35.83;40.77;87.72;67.91;67.91
Jul 21, 2017;9:00 AM;40.87;38.87;38.87;40.87;87.09;40.87;-;38.87;41.05;87.09;76.1;76.1
Jul 21, 2017;10:00 AM;38.44;37.51;37.51;38.44;78.25;38.44;-;37.51;41.31;78.25;74.43;74.43
Jul 21, 2017;11:00 AM;39.04;39.04;39.04;39.04;69.75;39.04;-;38.1;40.03;75.79;75.96;75.96
Jul 21, 2017;12:00 PM;35.98;35.98;35.98;40.38;52.1;33.05;-;35.98;39.49;90;77.06;77.06
Jul 21, 2017;1:00 PM;32.94;32.94;32.94;38.57;55;29.23;-;32.94;38.02;75;70;71.67
Jul 21, 2017;2:00 PM;32.87;32.87;32.87;36.55;62;30.36;-;32.87;36.85;71.92;49.5;71.85
Jul 21, 2017;3:00 PM;32.9;32.9;32.9;36.57;55;30.36;-;32.9;36.07;55;60;70.73
Jul 21, 2017;4:00 PM;35.11;35.11;35.11;35.11;49.85;35.11;-;34.27;36.76;49.85;64.34;72.02
Jul 21, 2017;5:00 PM;39.01;39.01;39.01;39.01;55;39.01;-;34;37.06;55;69.37;69.37
Jul 21, 2017;6:00 PM;41.42;41.42;41.42;41.42;58.6;41.42;-;34.75;39.62;58.6;45;65.87
Jul 21, 2017;7:00 PM;42.63;42.63;42.63;42.63;69;42.63;-;35.44;41.56;69;44.64;67.99
Jul 21, 2017;8:00 PM;42.01;42.01;42.01;42.01;55;42.01;-;33.05;41.45;55;43.77;70.05
Jul 21, 2017;9:00 PM;40.57;40.57;40.57;40.57;50.7;40.57;-;32.61;41.35;58.51;42;70.05
Jul 21, 2017;10:00 PM;41.38;41.38;41.38;41.38;50.26;41.38;-;32.94;40.34;58.29;40.5;54.3
Jul 21, 2017;11:00 PM;36.79;36.79;36.79;38.17;49.67;35.81;-;31.9;39.92;49.67;35.25;51.23
Jul 22, 2017;12:00 AM;32.2;31.43;31.43;32.2;49.67;32.2;-;31.43;36.69;49.67;33.69;53.09
Jul 22, 2017;1:00 AM;31.57;27.93;27.93;31.57;47;31.57;-;27.93;34.73;47;31.5;48.41
Jul 22, 2017;2:00 AM;29.92;27.15;27.15;29.92;43.3;29.92;-;27.15;31.71;43.3;31.05;41.15
Jul 22, 2017;3:00 AM;28.74;27.04;27.04;28.74;43.01;28.74;-;27.04;30.32;43.01;30.14;38.01
Jul 22, 2017;4:00 AM;28.75;26.8;26.8;28.75;43.01;28.75;-;26.8;29.81;43.01;29.5;36
Jul 22, 2017;5:00 AM;28.54;26.75;26.75;28.54;42.9;28.54;-;26.75;29.72;42.9;29;35.28
Jul 22, 2017;6:00 AM;29.7;27.31;27.31;29.7;43.01;29.7;-;27.31;29.43;43.01;30.62;41.75
Jul 22, 2017;7:00 AM;30.92;30.18;30.18;30.92;43.08;30.92;-;30.18;30.12;43.08;31.99;46.49
Jul 22, 2017;8:00 AM;34.96;33.12;33.12;34.96;45;34.96;-;33.12;31.57;45;38.5;50.91
Jul 22, 2017;9:00 AM;36.47;33.85;33.85;36.47;45;36.47;-;33.85;33.25;45;55;58.7
Jul 22, 2017;10:00 AM;35.69;34.83;34.83;35.69;41.48;35.69;-;34.83;34.69;41.48;57.99;58.98
Jul 22, 2017;11:00 AM;34.66;33.83;33.83;34.66;40.16;34.66;-;33.83;34.35;52.51;63.13;63.13
